expr_id,cond_id,para_nr,line_nr,word_nr,word,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,1,10,0,42,"lapte,",297.0,297.0,297.0,297.0,297.0,1,0,0,0
2,1,10,0,43,"zaharurile,",599.0,599.0,599.0,599.0,599.0,1,0,0,0
2,1,10,0,44,"grăsimile,",504.0,504.0,504.0,504.0,504.0,1,0,0,0
2,1,10,0,45,grăsimile,297.0,297.0,297.0,297.0,297.0,1,0,0,0
2,1,10,0,46,saturate,600.0,600.0,600.0,600.0,600.0,1,0,0,0
2,1,10,0,47,din,249.0,249.0,249.0,249.0,249.0,1,0,0,0
2,1,10,0,48,produsele,1101.0,1101.0,1101.0,1101.0,1101.0,1,0,0,0
2,1,10,0,49,lactate,553.0,553.0,553.0,553.0,553.0,1,0,0,0
2,1,10,0,50,reprezintă,351.0,351.0,351.0,351.0,351.0,1,0,0,0
2,1,10,0,51,un,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,52,risc,303.0,303.0,303.0,303.0,303.0,1,0,0,0
2,1,10,0,53,asupra,449.0,449.0,449.0,449.0,449.0,1,0,0,0
2,1,10,0,54,sănătății,600.0,600.0,600.0,600.0,600.0,1,0,0,0
2,1,10,0,55,copiilor,448.0,448.0,448.0,448.0,448.0,1,0,0,0
2,1,10,0,56,și,352.0,352.0,352.0,352.0,352.0,1,0,0,0
2,1,10,0,57,contribuie,497.0,497.0,497.0,497.0,497.0,1,0,0,0
2,1,10,0,58,la,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,59,producerea,1352.0,1352.0,1352.0,1352.0,1352.0,1,0,0,0
2,1,10,0,60,"obezității,",848.0,848.0,848.0,848.0,848.0,1,0,0,0
2,1,10,0,61,diabetului,448.0,448.0,448.0,448.0,448.0,1,0,0,0
2,1,10,0,62,și,201.0,201.0,201.0,201.0,201.0,1,0,0,0
2,1,10,0,63,a,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,64,bolilor,301.0,301.0,301.0,301.0,301.0,1,0,0,0
2,1,10,0,65,de,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,66,inimă.”,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,0,Toate,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,1,acestea,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,2,sunt,199.0,199.0,199.0,199.0,199.0,1,0,0,0
2,1,10,0,3,afirmații,348.0,348.0,348.0,348.0,348.0,1,0,0,0
2,1,10,0,4,foarte,301.0,301.0,301.0,301.0,301.0,1,0,0,0
2,1,10,0,5,dure,200.0,200.0,200.0,200.0,200.0,1,0,0,0
2,1,10,0,6,și,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,7,sunt,346.0,346.0,346.0,346.0,346.0,1,0,0,0
2,1,10,0,8,necesare,351.0,351.0,351.0,351.0,351.0,1,0,0,0
2,1,10,0,9,mai,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,10,multe,297.0,297.0,297.0,297.0,297.0,1,0,0,0
2,1,10,0,11,studii,400.0,400.0,400.0,400.0,400.0,1,0,0,0
2,1,10,0,12,care,1249.0,1249.0,1249.0,1249.0,1249.0,1,0,0,0
2,1,10,0,13,să,200.0,200.0,200.0,200.0,200.0,1,0,0,0
2,1,10,0,14,confirme,249.0,249.0,249.0,249.0,249.0,1,0,0,0
2,1,10,0,15,rezultatele.,302.0,507.0,302.0,302.0,302.0,1,0,1,1
2,1,10,0,16,Totuși,200.0,200.0,200.0,200.0,200.0,1,0,0,0
2,1,10,0,17,sunt,600.0,600.0,600.0,600.0,805.0,1,1,0,0
2,1,10,0,18,tot,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,19,mai,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,20,multe,250.0,250.0,250.0,250.0,250.0,1,0,0,0
2,1,10,0,21,dovezi,200.0,200.0,200.0,200.0,200.0,1,0,0,0
2,1,10,0,22,că,200.0,200.0,200.0,200.0,200.0,1,0,0,0
2,1,10,0,23,laptele,248.0,248.0,248.0,248.0,248.0,1,0,0,0
2,1,10,0,24,de,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,25,vacă,199.0,199.0,199.0,199.0,199.0,1,0,0,0
2,1,10,0,26,e,854.0,854.0,854.0,854.0,854.0,1,0,0,0
2,1,10,0,27,mai,448.0,448.0,448.0,448.0,448.0,1,0,0,0
2,1,10,0,28,puțin,200.0,200.0,200.0,200.0,200.0,1,0,0,0
