expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,1,1,de,97,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,cercetare.,98,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,Titlul,99,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,proiectului,100,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,Acțiunii,101,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,COST,102,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,MultiplEYE,103,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,este:,104,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,Facilitarea,105,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,colectării,106,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,datelor,107,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,de,108,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,urmărire,109,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,oculară,110,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,în,111,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,mai,112,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,multe,113,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,limbi,114,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,pentru,115,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,cercetarea,116,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,procesării,117,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,limbajului,118,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,de,119,Este o rețea de cercetători finanțată de Uniunea Europeană.,"1,0,0,0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
